roleid,name,description
186ed142-d3c7-4287-8a76-2559d25ab415,Paramount MSS Shift Lead 2,
c587b2a1-a9f8-4a15-93ac-257dfe2c2c5c,Approvals Administrator,
818621bf-5f09-4f9a-a035-25ba66b5eb05,Paramount Support BU Manager,
90834906-5425-4376-a629-25c847d3c2c8,Global Discovery Service Role,
fad7120a-f6f6-4b1a-b817-25ef5cacf40e,Data Sync Service Role,
5c65da04-e306-4738-9e6d-260e8a11ba63,Marketing Manager,
176511b6-3efb-49cb-b3b2-264089e6c6c8,Analytics Report Author,
a186f288-c895-4c54-a739-265aa0b80fa3,App Profile Manager Administrator,
7b811cd0-0720-41c4-80d3-2668d41e1108,Report Service Role,
b4524052-8aea-47f1-bcff-26a2cee090ed,Marketing Professional,
a8c7b8a2-d60c-4298-9e25-26cffee4977c,CCaaSCTQDVWarmpathRole,
b8a9306a-1800-4dc7-837b-27374cca3032,Flow-RP Role,
88e930e0-e517-435d-b653-274b6346f698,AIB SML Roles,
1c1768cc-8cf6-453c-83a7-275e86298ebf,(Deprecated) Metadata Store Updater Service Role,
9558e0c2-5c32-4795-93ad-27ab8bf37fd0,Scheduler,
7d747b74-4de4-4218-bac6-27b23ea54789,Forecast AppUser,
f69969d2-5f80-4be8-bec4-27c84650d556,IoT - Administrator,
a19fc01b-5ef3-4acf-8619-27d19a17c14f,PowerPlatformInsightsRole,
28971942-440e-464e-a461-27db15c33a10,Schedule Manager,
c8431bc9-880f-4a0e-82a9-27e171620213,(Deprecated) Marketing Realtime Feature Configuration Administrator,
63b19e8c-d404-4297-ad85-2822b1fa0d74,CCI admin,
59ee8226-2603-4cc0-b114-2834e148e016,PCS BU Manager,
c4ecd995-a29b-4660-90d3-2836f99051f6,(Deprecated) Marketing Realtime Feature Configuration Administrator,
bbfcd08a-140b-48c5-a740-28417c57d7ad,Dynamics 365 App for Outlook User,
59d2b5a1-cef6-4b4e-b39e-28531edf4bc8,Insights Apps Platform Role,
4a161f60-8b63-4c83-8fe1-2871286b50e1,Purview Label Role,
03fdc24f-02ec-4fb6-9eca-28a04c5bca09,Paramount Support Admin,
5c8ae65e-982b-4a06-a408-28b2acbd4c94,Omnichannel administrator,
c4b6a8bb-d8a8-42b9-9740-2914a1f2f1fe,Forecast user,
3118843f-bf17-4fe0-9b27-291747511430,EAC Reader App Access,
ba76be77-5ed6-4af9-8515-2939d146c014,IoT - Administrator,
086eb618-2750-4bcd-8ce4-294af9ef0d42,Desktop Flows Machine Owner,
3c9c2655-bd09-46fb-ba57-2958e4d8d216,Bot Transcript Viewer,
d344b2df-7e5d-4db7-a485-29675c819600,Sales Sequence Stats Service User,
2ee33008-6d71-4140-bf41-2977e9614b92,Sales system access,
cdcd7be7-1af6-4ff7-bd7c-297bfc6091ff,Cxp Experimentation Services User,
07bd18c7-3448-4b31-b85b-29815ed08f41,Power Automate AI Flows Application User,
43031163-b0b3-4c3d-bf0f-29c7291ebcda,Microsoft Copilot User,
87f5823b-1353-4da4-bc19-2a431bb3f0a1,Help Page Consumer,
c568b5b7-56fe-4c78-b6dd-2a565c81b4dd,VA Analytics Role,
59f684b7-5c5c-4885-a44d-2a5c25869f59,PowerPlatformInsightsRole,
146f94aa-4472-4d96-ad1f-2a83a2c00a7a,Portal RP Service Role,
f5c0d725-00b4-488e-af49-2ac1123114bf,Delegated Mailbox Approver,
5f37776b-a703-442a-9e22-2ac17e967b6f,AIB SML Roles,
9d6b11d7-dc8d-4fe8-8475-2ae3aea70fae,Productivity tools administrator,
898c39b3-4aff-4e44-a79d-2ae3d25aa3f7,Delegate,
d808c7df-53cf-4287-844a-2b59626a7c57,IoT - Endpoint User,
8411159e-bc8b-4b02-a1bd-2bdee81109b5,PCS Renewal Sales,
71b75bf6-f668-4230-929a-2be3e620a1d2,Deflection Service Role,
8af38870-1555-44b7-9ee1-2c2fdf79c9ea,Sales Team Member,
24893e05-b090-425e-86bf-2c5589bf0517,Forecast AppUser,
5d3f97db-02ea-4ba7-9078-2c6db0a79228,Power Platform Dataflows Service Role,
b6d2af81-b9f3-49f5-be36-2c9a8e856e1e,Sales Enterprise app access,
90e812a5-4634-4d23-8b89-2d2c48b4371d,Bot Transcript Viewer,
177d199c-7daf-4f1d-8ebb-2d3d06e5a5aa,IoT - Administrator,
5a549ba3-869f-4dfd-b65c-2d3dc0dc7891,Customer Voice - Add on,
954da257-920b-46eb-8d9b-2da774e9580b,Sales Team Member,
369fb509-d608-456e-93aa-2dbabcd3c9a3,Help Page Author,
20b41092-07c2-4e4b-839f-2ddc90adcac4,D365ChannelDefinitions Admin,
6b47ed52-17dc-4724-b9ae-2df253851023,Fabric AI Skill Role,
cd2dc6ff-92f6-4a30-9c19-2df3becbab4e,Desktop Flows Runtime Application User,
af111ec2-e3c4-4b87-b9ac-2e56c6919585,AISalesperson,
8081e053-ce68-4800-a13d-2e5f00a1b434,Global Active Metrics Monitoring Alerting Custom Role,
9c0abca4-ef75-454c-99ff-2e740212ad2d,Productivity tools user,
f48773fa-2594-4d2c-805a-2e7aeb89c9c4,Synapse Link Service Access,
a81c4b07-f831-4522-8348-2ebb8ccd9b6e,App Profile Manager Administrator,
7024d115-ed90-45db-81c3-2f0152d8c797,Desktop Flows Module Developer,
88bafe49-5220-4901-add3-2f2b5748ada4,Sales Copilot Administrator,
a0c9cda1-fd70-4c5a-b8ec-2f5048d7ac20,Desktop Flows Module Developer,
f230f609-be10-4573-9d57-2f50f6386ee5,PCS Business Development Manager,
cf113b75-5bb7-4c0d-a11e-2f5daaec1e44,Desktop Flows Machine User,
70ef4854-5edf-428f-9732-2f7b16ba920a,IoT - Administrator,
b78337d7-db7a-4a4e-a0e4-2f88b7b34d57,SuggestedActionS2SRole,
2d7db3f7-b354-4db7-96f5-2fc2796143ea,SuggestedActionS2SRole,
32fe09b7-4c9a-4025-aef6-2fc8ee8a8ec5,RPE Role,
e42444dd-8456-4617-8ade-2fec6537ae83,CCA Analytics App,
75abdeb0-3461-4cc2-bc5f-30060aaa5d50,Desktop Flows Machine Owner,
fb72fb7a-2a92-4050-85c5-3044957ec07c,Analytics Report Author,
5a6cbf1a-265d-4469-9b39-30747e5516c4,PCS Renewal Sales,
7a1b6131-e9c4-4bae-9a8f-307687db6e8e,Paramount MSS Engineer,
494d392f-d3f4-42ba-af49-30c6f41e6093,Service Reader,"Has full Read permission to all entities, including custom entities. This role is primarily used by the service and requires reading all entities. This role can't be assigned to a user or team."
da901de9-05ce-4725-89b7-30d9bb50ff06,Sustainability BusinessUnit - full access Role,
b21a7144-299d-4c21-a116-30f60e9c159a,Data Sync Framework Role,
c820653e-37c0-48e3-9fcd-3123a93d64bf,Data Sync Service Role,
db962a68-a4ee-4992-ae93-317a08b6ec59,Process Mining User,
0c433f2e-456f-4531-8040-31990636152d,App Opener,
d638ae68-e401-400d-87cd-31a2b086d85f,Channel Access,
e005fe6d-4bc8-4e16-9097-31be4268b416,Non-Relational Data App Access,
da2ec702-2d3b-4689-9ce2-31ccc731a3d9,Customer service app access,
a102daf5-6781-4bab-9385-31e51a583803,Approvals User,
04913df5-d2bb-4a09-8321-31f7006a1a9b,Desktop Flows Machine User,
69f48c1a-d434-4c67-8242-320f604d2ef0,Paramount MSS PMO/QA,
f5309523-a957-4f43-86e5-3219a9926b71,Portal RP Service Role,
97edfb94-fb87-4f90-8883-323c59846185,Flow-RP Role,
2f8e5944-d3c1-4f51-aaf8-324c1ee0893c,Bot Transcript Viewer,
f553f597-e14a-4533-a61d-324c1f3fded3,Omnichannel agent,
608d875c-091c-4e09-9aeb-3268759e8421,Global Active Metrics Monitoring Alerting Custom Role,
8905087d-d695-4ca0-a41c-32c61848427a,Sync Skills,
695c6947-cb9d-4cbb-b3c0-32ccce951cdd,Omnichannel Messaging Platform Role,
0e23b351-f6ef-4511-98cc-32daba338d55,Viva Sales,
9ccd7267-fe35-4aeb-9061-32eb1500d537,Productivity tools user,
45ee3cc5-ab63-43f3-aa91-330c3d0cb1a3,Bot Transcript Viewer,
695f781c-4193-4f6e-a9f7-330f549e2745,Sustainability BusinessUnit - full access Role,
f7d261c3-2265-4a92-9205-33230f4382b7,Sustainability BusinessUnit - ingest - full access Role,
f00cc553-841a-454d-8608-33287f71ab80,AISalesperson,
1dfaebe7-be14-47b5-adf2-332977f06bc9,Cxp Experimentation Services User,
242ca5d3-44e3-4444-b607-3374eae732ab,(Deprecated) Metadata Store Reader,
2806d20d-4bf9-4470-b55b-3384a2eb2981,Customer Service Schedule Administrator,
ed11bae3-52bf-4c0c-ad6e-33bd9c21417c,CCaaSCTQDVDiagnosticsRole,
df844f51-66c8-4a19-a30f-34098d92405d,RPE Role,
03c7f3c5-1ed7-4369-bf50-3428a4bd0e8b,Tour Author,
9c415a6d-6a89-4f49-a512-344c8b481ddc,Omnichannel supervisor,
ccb3dfc1-2379-48eb-9bcb-346041f9de43,App Opener,
3f4a99c8-1a55-480a-ba69-3474e63149d3,Sustainability all - ingest - full access Role,
1f693a6e-b08b-49a6-b7e6-3477532423e5,Fabric AI Skill Role,
67de0175-66bd-48e4-aeba-34e974abb962,Swarm collaborator,
941e0bc0-65f6-47e6-be19-34e9c949de2b,Office Collaborator,
5d67a9be-4f6d-45d6-aeef-3529e4cdbb29,D365ChannelDefinitions User,
6b02788f-88ac-4c00-9349-352a3e1315e5,Sustainability BusinessUnit - full access Role,
207e728e-b4c4-46e9-a123-35306116ab71,Omnichannel CDS Flush Role,
8b46b06f-f6a1-4272-bd69-3570ccc7080f,Portal Application User,
8410cff6-0550-4c40-90bd-35f309422f82,Delegated Mailbox Approver,
386239e6-7430-466c-bbcc-36268ed0017b,Swarm collaborator,
1bae0216-af1f-4ea0-aca3-364bf179f929,App Profile Manager Administrator,
4364fdd7-623a-483a-ab98-367125c149e4,CCI admin,
0c5397b0-851d-4b34-934d-367b19d77513,Omnichannel CDS Flush Role,
72fe1ea7-2324-44dd-954d-3683b4faae57,Customer Service Schedule Administrator,
2df302d8-36d0-4c9b-a791-36961b9b2507,Bulk Archival Role,
df8a6a8e-0932-4174-9571-36bf2da85226,Cxp Experimentation Services User,
9a24fa12-2e73-4ba3-ac40-3714d80c871a,Power BI workspace contributor,
8a88bd83-9a39-4c3d-83d4-373bd6bfe095,Omnichannel Assignment API access,
d9042bc4-5917-45bb-ac0a-37484839d8d7,Cxp Services User,
4323ba07-1fb8-487d-9c34-37567cd64cd2,Dataverse Search Role,
7d130428-f6f2-4fe2-a4bd-375e37a097d7,Power Policy App User Role,
1a5a0148-3798-41c5-add5-3764b77a1247,PowerAppsRPRole,
65262395-37fb-46f4-a470-37ef23cb14af,Data Sync Framework Role,
a79541fb-01e3-408e-abea-38359fb9c36a,Forecast user,
6aa3d76f-4074-4eb2-ac28-388d71e4341b,Omnichannel administrator,
a442ed9f-4eb7-48bd-baa6-38a609cefda3,Sustainability BusinessUnit - full access Role,
8c07289f-9bbb-4c96-b2a2-38a8e5cfe692,Sales Sequence Stats Reporting Service User,
008fa3fe-f1ae-4e87-9172-38c840f9f3d4,Vice President of Sales,
d2fe3c47-3964-4ce3-93b2-38ca3f956658,PCS Sales Manager,
fc1eb7e9-0b68-4881-880a-38d203e92eae,Cards Role,
20a016ee-fd7b-41f1-bbae-38d5621ce6f3,Deflection Service Role,
516487a0-27ac-4219-9223-38dcc3dd82c9,Omnichannel Messaging Platform Role,
e7d0aabd-e0dc-46b0-b8a5-38e36b316077,Paramount Support Associate,
16095b69-3f0e-47d4-b4a9-38e7ef33b38f,Power BI Embedded App Access,
60d3c12e-f3b7-4116-bb4c-390471cbac04,CCaaSCTQDVDiagnosticsRole,
7ff9e43a-e6d0-4456-bb08-390f9ddf5666,(Deprecated) Metadata Store Updater Service Role,
9f572d55-6090-493b-904a-3956bdc55343,Desktop Flows Machine Application User,
962ad1dd-5d62-48e0-8c93-398712cd460c,Tour Consumer,
1d9a015a-f263-46b0-89b8-39a4a36f6f0c,Analytics Report Author,
e9c042d0-97dd-43e9-93a7-39f1360d38a8,Customer Voice - Add on,
93a6a6c1-7e76-402c-acdc-39f9868e4618,VA Analytics Role,
ff1cd34e-329f-4393-b068-3a49797fac93,Omnichannel Messaging Platform Role,
6443605e-f983-47d2-a05f-3a50027f1766,Global Active Metrics Monitoring Alerting Custom Role,
a83d13a1-5bc2-4265-b7f6-3a504f3a961c,Data Sync Framework Role,
c0b8efaf-ea0e-477a-a642-3a701d7ea009,BizQAApp,
0b952d5e-d01a-4947-9fa1-3a91228f445e,Sales Work Assignment API Access,
6bc3dbdb-8041-441b-8ee3-3ad3033075fe,(Deprecated) Marketing Realtime Feature Configuration Reader,
4fa87ac0-4caa-4844-aa4d-3ae9f9cd0d75,AIB Roles,
69075cf7-d942-4c83-aab9-3b0bfb1d0fb2,Project Owner,
a4773d0d-321e-4700-87da-3b53f7a3d311,(Deprecated) Metadata Store Updater Service Role,
8fe823b4-f2f5-4e63-b72f-3b8af2c8b9e3,Power BI workspace admin,
78e12620-1b9a-4189-9ff7-3b9b97bedf48,Sales Who Knows Whom Search Admin,
5a4371ad-1173-4df2-907b-3b9e10da4081,Service Reader,
ba145945-c613-4c26-bc4f-3b9fca5eac3e,Customer Service Schedule Administrator,
b8a1c56b-5ea0-496e-878e-3ba5f5f45a8e,PCS BU Manager - Country Level,
4dc1fe11-93d6-48ab-92df-3bac4da8441d,Service Reader,
e805b162-8ddc-4bbb-9d06-3bd3b8c3c293,Vice President of Marketing,
966467ba-6b67-4b0e-a5d2-3be6ab67bd30,Paramount Support Associate,
7a0de6a4-e707-4456-a2e2-3bf0af2699ca,Sequence Manager,
11810ca7-371c-4bcc-8f6f-3bf69607fb56,Knowledge Manager,
77e5dc73-97b7-4742-81b0-3bf88bf2a6ac,SupportUserCustomAPI Role,
1008c0b2-0292-48c4-a6f3-3c0b0b544a09,Copilot for Service Administrator,
9ef692d0-3afa-434e-9942-3c0baa863776,Sales Sequence Stats Reporting Service User,
73b19d52-010e-4eac-b0da-3c422da4a36e,Omnichannel supervisor,
d641e4fe-e445-4e61-a644-3c4422b31a09,Forecast user,
0e72f536-3a3a-4e74-96e9-3cab5effe10c,Help Page Author,
b2c73260-93b2-4bae-8b08-3d1759ff39ff,PCS Presales User,
d9c689c9-cab9-4914-b056-3d1d61a17718,Bot Contributor,
c7e30ae1-fe21-4da2-acf6-3d351fa44310,Sales Copilot User,
8f7ed9db-bdce-43a4-8fd1-3d433a95b707,Sales Copilot Administrator,
019aec23-7c49-4fd1-b10a-3d53e0f57215,Flow-CDS Native Connector Role,
f7fb48c3-b40f-4c51-b361-3d6a94cb6e2f,Insights Apps Platform Role,
fea38d6f-3f6b-441e-bb9b-3dc3504cad32,Flow-RP Role,
5a68b35b-62bd-47eb-8373-3dd5467de177,PCS Presales User,
78f18705-6ae2-4981-b52c-3de667853ce7,Bot Contributor,
863d3a87-f1f4-4427-979f-3e3ba8ce1a6c,Dataverse Search Role,
1cc0e9e5-756f-4ff7-81ec-3ea746e6aa88,Field Service - Dispatcher,
8100ad7c-80cd-4e9e-9bd4-3eb41aa464c2,Service Deleter,
4725fbba-a4c0-43fc-946b-3ee709cbbcd2,Environment Maker,
cc1f034b-6d72-426d-b60f-3ef241bb78d5,Omnichannel Messaging Platform Role,
67be5ab5-7930-41dd-aa01-3ef7e0110311,Power Policy App User Role,
f05af7be-cb55-4920-97ca-3f41b8aa1dc4,Sales Manager,
726b6326-d42a-42af-9dda-3f6708cd34a9,Flow-CDS Native Connector Role,
e78e8f48-2854-4de7-90e7-3fc3332a8e66,AISalesperson,
6166a878-ac18-4017-a6b4-404fe74adf5e,Microsoft Copilot Administrator,
6db92d7e-aecd-4b5f-98ec-4083558cdae7,Sales Who Knows Whom Search Admin,
072ec7c8-6857-40ae-b90f-409370e5df4b,Async ingestion,
0d2a0f13-cd2b-472c-a806-40ad3a6f4f5d,VA Analytics Role,
446787b3-c239-456d-b036-40b3613161a5,Service Writer,
33b14bae-3d4d-449f-9d74-40b499d2c307,Marketing Professional,
e57bff35-58b4-4725-aee2-40fb18f4c8bd,AIB Roles,
5d67094f-ac1a-41b3-bca2-4145c1436664,CEO-Business Manager,
145e9079-14b2-4f54-a46b-4170795a0af3,Omnichannel CDS Flush Role,
46bbab29-bfda-4f4c-bfeb-4196dbcaf492,Paramount MSS Shift Lead 2,
a5a930b7-19ac-4dd9-9403-41c7381766a4,PCS Management User,
f413dff6-967f-4065-ac17-41c81b30d4f9,Synapse Link Service Access,
4dbfe5f3-169e-4e4c-8acf-41cb107515ae,Dynamics 365 App for Outlook User,
24100377-1a60-4389-8886-42072ea6b8c3,App Opener,
a64f6a47-da54-42ac-a7c6-42092aca99ac,App Opener,
619813e1-cf1d-42b4-9659-42137139bda3,Paramount Support Associate,
7a9fd3ab-9368-4949-9641-426aad667aca,Approvals User,
312a5609-3f65-471d-ae56-428ad2efec74,Viva Sales,
43e894f8-f493-4ec0-8e5d-42a9989b1a1a,Project Background Services App Role,
6b38a63b-7ac6-483e-9b17-42aa97bbe3f6,Sales Work Assignment API Extended Access,
c8d57b90-fc24-4985-b16a-42b8705c0890,BizQAApp,
dc838a40-7b78-4bc5-9a02-42c866026cb4,Bot Author,
223c4315-6d6d-4b86-9fb9-42efdac3a9a3,Flow-RP Role,
1c5b454a-d725-493e-9108-43090284f453,Desktop Flows Machine Application User,
2aeb40f0-1d0b-40be-86ea-431472952d07,(Deprecated) Metadata Store Reader,
d6f37516-3644-42a3-9dc3-432e53b8ab11,Power BI workspace admin,
87182e43-3f13-429f-844d-435378ed9df4,Bot Transcript Viewer,
c58fbfbb-affc-442a-8a8b-437125a4f0c6,Field Service - Dispatcher,
904a7f71-9574-41f3-8f05-4385dd359007,DataProcessingConfigTableAppAccess,
0d50062f-7728-4144-91b0-4391205db9ef,Paramount Support BU Manager,
f9fb64c4-03ae-450c-ac65-43a176a8b2dd,(Deprecated) Marketing Realtime Feature Configuration Services User,
ee367f26-22ba-43bc-acd0-43cca587decc,Cxp Experimentation Services User,
6aee16b7-bef8-4b71-9084-43deb9a8eae5,Solution Checker,
a855e539-7253-43d3-9ee5-43ea042b7823,Global Discovery Service Role,
cc55b6b7-412e-4db5-a6c8-4401a3c19ad4,Power BI Embedded App Access,
b4d9f742-c3b1-4a20-a6b2-441058fdc4da,App Profile User,
241dee00-c51b-4738-a685-4485ee4cbef6,Paramount Support BU Manager,
66637f3a-8836-497d-aee5-448adad33593,Knowledge Manager,
cc83918e-18ed-4608-8340-44bafe6d8e7b,Paramount MSS Engineer,
542a8ce8-d4e2-445d-bb55-44bf32221728,Sales Copilot User,
3350f4e4-1cc6-4402-91af-44e5b8535110,PCS Country Manager,
b5f3175a-6c80-4dd6-b7a3-450f50d9fdcf,Environment Maker,
2d47ce33-f097-488c-9932-4565d2031c5d,DataProcessingConfigTableAppAccess,
e1855251-f9c6-44e9-a7bb-45708fdcdbcb,EAC Reader App Access,
823988eb-8d04-4cf2-9bf0-4570b9658f05,Productivity tools user,
3fdf229a-4da3-43cf-953d-459bea4fc9b5,Relationship Insights Admin,
01728372-7e2a-428f-bcc9-45b03498ec65,Basic User,
756f5c74-a35c-423d-bfe7-45d292e9bd9a,Microsoft Copilot User,
27a6578d-8c24-4ad1-86d4-45fbf633a6c1,Tour Author,
21bb0089-de23-40a3-b142-460f3cc3f39f,Environment Maker,
ec7792c7-49f9-457b-b05e-4617fbe9ef2b,Paramount MSS Analyst,
650643a1-7f1e-472c-aadf-46268b256ff2,Knowledge Manager,
a7c692b3-e212-4da1-87a4-4639bd2a4295,App Opener,
0ad7304b-f40f-4164-b2a5-4642033283b5,Cxp Services User,
54682db9-b3c6-4716-aaa4-467a1e8bc9b6,Approvals Administrator,
9ad1bd04-5aa9-4d6d-8989-467b4e5c1ae8,Fabric AI Skill Role,
3a58db24-8cf4-46a8-8842-46865845ec13,Knowledge Manager,
c3107e29-4d75-482b-af24-469af0c79a85,Paramount MSS PMO/QA,
e1252aba-34fe-4ea8-925f-46bfbeaf1364,Insights Apps Platform Role,
f9e7c85b-a99f-422a-8e8d-46c7503830e5,Bot Transcript Viewer,
28b26608-e724-4bb5-8d29-46f793902da1,Playbook User,
dff6de1a-c036-4fd3-b31b-46fa3dc5a13b,Power BI Embedded App Access,
05796a46-af6d-459f-afbd-4717e482b343,Copilot for Service Administrator,
2c20ad5a-2811-446a-8b3f-4724bddaf5d8,PCS Business Development Manager,
6721c357-7212-4e33-842a-47361979509b,Survey Services Administrator(Deprecated),
cd722538-2243-4fcb-85d3-4741911b83eb,Scheduler,
205f6da8-9a3f-4017-8d09-47c1a5aa8d08,App Opener,
780dfffa-8549-49b3-bf73-47cfacbf485f,Relationship Insights Admin,
558a173b-083f-417a-86dc-47d6872708ab,PCS Business Development Manager,
d3a2ceaa-b0ef-4e0e-b32d-47fa7e4a9124,PCS Sales User,
9cfb3473-facb-400e-90ca-480524d7dcb4,Paramount Support Admin,
a0cce7f9-57be-4519-aed9-480a543dde07,Channel Access,
e67679c7-1135-4619-95f5-482c0de9f65e,Customer Service Schedule Administrator,
60431c51-8912-4569-b6d0-48510fa7472d,AISalesperson,
477caeb3-038a-4ec4-ab81-48620d4bf8ad,Omnichannel API access,
de95a774-2f34-48f7-8654-4893450cfcc7,CCA Analytics App,
72ae336f-b05e-426e-be4e-48af7d95f14b,Data Sync Framework Role,
94415393-32f8-4133-b9d5-48b631bb5624,Service Reader,
8f8cd4d1-1410-42fb-85f7-48baead133bb,Cards Basic Role,
f2d103ef-068d-42a4-8e29-48c0b6f5cd26,Channel Access,
b8299fc3-f7a2-4655-a2d9-48ca2dec0346,Insights Apps Platform Role,
1be4b122-fc30-4b20-9c30-48e4d851e648,(Deprecated) Marketing Realtime Feature Configuration Services User,
10a45059-3259-4d99-96f7-48f12d4ecebf,IoT - Administrator,
cf13c47b-58e1-4d06-b156-49099831d06f,Productivity tools administrator,
e025388a-c167-42cd-8960-4928b7cde7bf,Service Deleter,
f5ee395d-27bc-4dd5-b442-4938fcffa576,Omnichannel administrator,
23585a63-e79b-4561-8667-494223c53d20,PCS Sales Manager,
3b34f590-76e0-45e7-b53a-4965b1680284,Sustainability all - full access Role,
caf38ed1-0d34-4dfe-9e85-4965f475a80e,Office Collaborator,
6a406eca-c1cc-4a20-8b01-498270670f8c,Cards Role,
a773d93b-4cba-4aae-bd95-49ef0992bb56,Paramount MSS Analyst,
db8f5b7e-3c4a-4b26-a4f3-4a09af643dfe,Power Platform Data Analytics Role,
43c945f2-8285-4f4a-bbf9-4a31fb900831,App Profile Manager Administrator,
5e1d02c6-d102-4313-a8ca-4a36d7082a3d,EAC Reader App Access,
458346cb-6cde-405a-be10-4ad8c24a461c,Power Automate AI Flows Application User,
fe9ce8e4-6803-485d-9fc8-4b275a14ee9c,App Profile User,
68f2d372-e1a5-4298-9a93-4b39757caf93,Service Writer,"Has full Create, Read, and Write permission to all entities, including custom entities. This role is primarily used by the service and requires creating and updating records. This role can't be assigned to a user or team."
564cf8b0-7860-433c-a55b-4b3a5aa4ee65,PCS BU Manager - Country Level,
ce43d219-c738-40dd-a97a-4b3f75ceef45,Power Apps Checker Service Role,
2445fb52-3ea8-4add-b92d-4bb208b21085,DataLakeWorkspaceAppAccess,
7f96f48b-4b22-4f0e-8d16-4bc923f96107,CCaaSCTQDVDiagnosticsRole,
6560fcf6-f124-4904-8284-4bcc2fdd59bc,Power BI workspace contributor,
6899b586-d168-452d-944c-4bd44eca688e,Desktop Flows Runtime Application User,
296230bf-0c83-4677-b95c-4bd82ba0edd7,IntegratedSearchApp,
abab0e1d-3ba5-4c21-b972-4bee62787d9c,Tour Consumer,
74c3a2be-368d-4c2a-a97c-4bf71a343dc9,Paramount MSS Engineer,
3efe1266-162c-414f-b2ce-4c27598151a9,DataLakeWorkspaceAppAccess,
61975cfc-b8f1-4ece-9f40-4c76c4d24740,Service Reader,
2b4a24e5-03fb-40e8-8c59-4c787d245c2e,Data Sync Service Role,
dab86760-2161-42f2-8a5d-4d16c684a21a,Sustainability BusinessUnit - ingest - full access Role,
30a78e7b-69cf-4340-9c29-4d4306e51580,Salesperson,
dc57b01a-fa91-41c9-ab03-4d537be09562,Power BI workspace admin,
8313eb0d-c388-4593-9c75-4d5884156676,Cxp Personalization Services User,
42b71dab-9d55-4630-908a-4d9d322a22b6,(Deprecated) Metadata Store Reader,
2b9ecacb-9831-4d23-adc7-4dc10de6eebb,Office Collaborator,
ee62b262-e7cb-4282-a035-4e1e72f617fa,IoT - Endpoint User,
034c93d5-9ff6-41c5-a111-4e2525f70a65,Sales Lead Research App User Role,
1a653442-a1d7-4308-9af7-4e269d5980d9,Playbook User,
6f699b88-f4b4-4bce-aca6-4e4c31760bbf,(Deprecated) Marketing Realtime Feature Configuration Reader,
9a2a6b80-320e-4397-88ee-4e5ab9f3f61e,Shared Sms Channels Role,
397b5379-7315-4cf1-bf57-4e9ef8108865,Tour Author,
abbd3853-4860-4b1f-bc0d-4ebac32db2a1,Desktop Flows Machine User Can Share,
eacbd592-351b-4477-a0e0-4ed6f7c9f70e,RPE Role,
1f04854c-f7c9-4c51-afcf-4eff8907753d,AIB Roles,
4282f54b-4577-478c-8902-4f3973b152f9,Microsoft Copilot User,
fe185449-9f9e-4e36-8bcf-4f55c37dbc60,Sync Permissions,
b5d3eac5-b65a-48fe-bad5-4f642f116cb6,Process Mining User,
04d13cb5-f3ad-4d2c-8c6d-4f699fd22863,EAC App Access,
aa4257a9-9ba4-4d02-8ad4-4faa4f675a13,Sustainability BusinessUnit - ingest - full access Role,
99558b96-358d-4f8d-abe6-4fce650f3993,Desktop Flows Machine User,
52053fb3-761d-4d33-9897-4fd1e12b6fa8,BizQAApp,
dcb5f72b-630e-49e5-ba9e-500b29fc299b,Desktop Flows Machine Application User,
caa6fab6-9f18-478b-a542-5034b0c4b773,CCI admin,
5c32eecf-624b-40af-a76b-5057caeb34db,DataProcessingConfigTableAppAccess,
6d7d4420-f995-4e27-8670-50669c165010,Sales Team Member,
9e70ff7d-0c85-4535-a60d-506dc175b4e9,Sales Who Knows Whom Search Admin,
455be1f3-8280-494f-b43b-507bd4a564e0,Marketing Manager,
1f6c957f-9851-4dbe-ab1c-508c06faa8be,Dataflow Maker,
420c21f3-5fdd-4f82-be23-50a464836d17,Bot Contributor,
1ba96270-5ed7-4c0b-abb6-50b49a6b8557,CSR Manager,
e376e903-aa41-4ba7-8692-50c64612960b,Power Policy App User Role,
d774a0e5-2ad8-4ca1-a09f-5143ce14ce43,Federated Knowledge Role,
22d09884-f0ea-4f63-b9d9-515159de9baa,Sustainability all - full access Role,
af9420ff-ff79-4640-b980-51681f63bac5,D365ChannelDefinitions Admin,
8c8baf11-4da0-4036-87c4-5171558879ce,PowerAppsRPRole,
c4ca65d9-3704-4252-bdc0-5176441f642b,Productivity tools user,
7bc42107-2fba-4a47-9d1d-51877a3be378,Forecast AppUser,
189af2ad-2b2b-451f-87ca-518bdff881e0,Viva Sales,
4962972a-75d8-4a76-b4b1-51b3b57be6bd,PowerAppsRPRole,
90b326d6-aaed-4068-8da5-51e69d814c90,Power BI workspace admin,
041d9abb-345f-450d-8541-51f49ae352f8,Dataflow Maker,
5cf8cc80-d493-4071-8229-51f85be4db19,DataProcessingConfigTableAppAccess,
b5a8debd-0036-4b3a-8c16-529cc5ae70cd,Sync Permissions,
5c0ffc84-8d12-4011-aeb5-52acdbe23891,(Deprecated) Metadata Store Reader,
75acc4af-04cd-49dd-85a6-52bf6d5cb5c9,Shared Sms Channels Role,
37926950-16a0-470a-9b47-52e3c2a936e8,Forecast user,
49476a1f-56e2-4857-b6d8-52eccbdc5fee,Data Sync Framework Role,
6500a272-6825-42c3-860c-52f1b91c0991,Help Page Author,
9bad4c65-5bac-482f-aa6e-52f7a6fd7d2e,PCS Sales User,
